460	Vascular	0	0	27	27	30	30
1330	Vascular	55	55	90	90	149	149	
1330	Vascular	55	55	90	90	150	150	
1330	Vascular	55	55	90	90	151	151	
205	Vascular	55	55	91	91	29	29	
208	Vascular	55	55	91	91	30	30	
208	Vascular	55	55	91	91	31	31	
769	Vascular	55	55	91	91	90	90	
769	Vascular	55	55	91	91	91	91	
1330	Vascular	55	55	91	91	149	149	
1330	Vascular	55	55	91	91	150	150	
208	Vascular	55	55	92	92	28	28	
769	Vascular	55	55	92	92	89	89	
1330	Vascular	55	55	92	92	151	151	
769	Vascular	55	55	93	93	89	89	
1330	Vascular	55	55	93	93	149	149	
769	Vascular	55	55	94	94	88	88	
1331	Vascular	55	55	148	148	151	151	
1331	Vascular	55	55	148	148	152	152	
209	Vascular	55	55	149	149	29	29	
209	Vascular	55	55	149	149	30	30	
209	Vascular	55	55	149	149	31	31	
770	Vascular	55	55	149	149	90	90	
1331	Vascular	55	55	149	149	149	149	
1331	Vascular	55	55	149	149	150	150	
1331	Vascular	55	55	149	149	151	151	
1331	Vascular	55	55	149	149	152	152	
209	Vascular	55	55	150	150	30	30	
209	Vascular	55	55	150	150	31	31	
209	Vascular	55	55	150	150	32	32	
770	Vascular	55	55	150	150	89	89	
770	Vascular	55	55	150	150	90	90	
770	Vascular	55	55	150	150	91	91	
770	Vascular	55	55	150	150	92	92	
1331	Vascular	55	55	150	150	148	148	
1331	Vascular	55	55	150	150	149	149	
1331	Vascular	55	55	150	150	150	150	
1334	Vascular	55	55	150	150	151	151	
209	Vascular	55	55	151	151	29	29	
209	Vascular	55	55	151	151	30	30	
209	Vascular	55	55	151	151	31	31	
770	Vascular	55	55	151	151	89	89	
770	Vascular	55	55	151	151	90	90	
770	Vascular	55	55	151	151	91	91	
1334	Vascular	55	55	151	151	149	149	
1331	Vascular	55	55	151	151	150	150	
1331	Vascular	55	55	151	151	151	151	
770	Vascular	55	55	152	152	89	89	
1334	Vascular	55	55	153	153	150	150	
207	Vascular	56	56	28	28	30	30	
768	Vascular	56	56	28	28	90	90	
771	Vascular	56	56	28	28	91	91	
210	Vascular	56	56	29	29	28	28	
207	Vascular	56	56	29	29	29	29	
210	Vascular	56	56	29	29	30	30	
207	Vascular	56	56	29	29	31	31	
768	Vascular	56	56	29	29	88	88	
768	Vascular	56	56	29	29	89	89	
768	Vascular	56	56	29	29	91	91	
768	Vascular	56	56	29	29	92	92	
768	Vascular	56	56	29	29	93	93	
1332	Vascular	56	56	29	29	148	148	
1329	Vascular	56	56	29	29	149	149	
1329	Vascular	56	56	29	29	150	150	
1329	Vascular	56	56	29	29	151	151	
1332	Vascular	56	56	29	29	152	152	
210	Vascular	56	56	30	30	28	28	
207	Vascular	56	56	30	30	29	29	
207	Vascular	56	56	30	30	30	30	
210	Vascular	56	56	30	30	31	31	
771	Vascular	56	56	30	30	89	89	
768	Vascular	56	56	30	30	90	90	
768	Vascular	56	56	30	30	91	91	
768	Vascular	56	56	30	30	92	92	
1332	Vascular	56	56	30	30	149	149	
1329	Vascular	56	56	30	30	150	150	
207	Vascular	56	56	31	31	29	29	
207	Vascular	56	56	31	31	30	30	
207	Vascular	56	56	31	31	31	31	
207	Vascular	56	56	31	31	32	32	
768	Vascular	56	56	31	31	88	88	
768	Vascular	56	56	31	31	89	89	
768	Vascular	56	56	31	31	90	90	
768	Vascular	56	56	31	31	91	91	
768	Vascular	56	56	31	31	92	92	
768	Vascular	56	56	31	31	93	93	
1329	Vascular	56	56	31	31	149	149	
1329	Vascular	56	56	31	31	150	150	
1329	Vascular	56	56	31	31	151	151	
1332	Vascular	56	56	31	31	152	152	
768	Vascular	56	56	32	32	88	88	
768	Vascular	56	56	32	32	89	89	
768	Vascular	56	56	32	32	91	91	
1329	Vascular	56	56	33	33	151	151	
208	Vascular	56	56	88	88	29	29	
211	Vascular	56	56	88	88	31	31	
1333	Vascular	56	56	88	88	149	149	
1330	Vascular	56	56	88	88	151	151	
208	Vascular	56	56	89	89	29	29	
208	Vascular	56	56	89	89	30	30	
208	Vascular	56	56	89	89	31	31	
769	Vascular	56	56	89	89	89	89	
769	Vascular	56	56	89	89	90	90	
772	Vascular	56	56	89	89	91	91	
1333	Vascular	56	56	89	89	148	148	
1333	Vascular	56	56	89	89	149	149	
1330	Vascular	56	56	89	89	151	151	
208	Vascular	56	56	90	90	29	29	
211	Vascular	56	56	90	90	30	30	
208	Vascular	56	56	90	90	31	31	
769	Vascular	56	56	90	90	88	88	
772	Vascular	56	56	90	90	89	89	
769	Vascular	56	56	90	90	90	90	
769	Vascular	56	56	90	90	91	91	
1330	Vascular	56	56	90	90	149	149	
1330	Vascular	56	56	90	90	150	150	
1330	Vascular	56	56	90	90	151	151	
1330	Vascular	56	56	90	90	152	152	
208	Vascular	56	56	91	91	29	29	
208	Vascular	56	56	91	91	30	30	
211	Vascular	56	56	91	91	31	31	
769	Vascular	56	56	91	91	89	89	
769	Vascular	56	56	91	91	90	90	
769	Vascular	56	56	91	91	91	91	
1330	Vascular	56	56	91	91	149	149	
1330	Vascular	56	56	91	91	150	150	
1330	Vascular	56	56	91	91	151	151	
208	Vascular	56	56	92	92	28	28	
208	Vascular	56	56	92	92	29	29	
211	Vascular	56	56	92	92	30	30	
208	Vascular	56	56	92	92	31	31	
769	Vascular	56	56	92	92	90	90	
1330	Vascular	56	56	92	92	148	148	
1333	Vascular	56	56	92	92	149	149	
769	Vascular	56	56	94	94	90	90	
209	Vascular	56	56	149	149	29	29	
209	Vascular	56	56	149	149	30	30	
212	Vascular	56	56	149	149	31	31	
770	Vascular	56	56	149	149	89	89	
770	Vascular	56	56	149	149	90	90	
770	Vascular	56	56	149	149	91	91	
1331	Vascular	56	56	149	149	148	148	
1331	Vascular	56	56	149	149	149	149	
1331	Vascular	56	56	149	149	150	150	
1331	Vascular	56	56	149	149	151	151	
212	Vascular	56	56	150	150	27	27	
209	Vascular	56	56	150	150	28	28	
209	Vascular	56	56	150	150	29	29	
212	Vascular	56	56	150	150	30	30	
209	Vascular	56	56	150	150	31	31	
209	Vascular	56	56	150	150	32	32	
770	Vascular	56	56	150	150	89	89	
770	Vascular	56	56	150	150	90	90	
770	Vascular	56	56	150	150	91	91	
1334	Vascular	56	56	150	150	149	149	
1334	Vascular	56	56	150	150	150	150	
1334	Vascular	56	56	150	150	151	151	
209	Vascular	56	56	151	151	29	29	
209	Vascular	56	56	151	151	30	30	
209	Vascular	56	56	151	151	31	31	
770	Vascular	56	56	151	151	89	89	
770	Vascular	56	56	151	151	91	91	
1334	Vascular	56	56	151	151	148	148	
1331	Vascular	56	56	151	151	149	149	
1331	Vascular	56	56	151	151	150	150	
1334	Vascular	56	56	151	151	151	151	
209	Vascular	56	56	152	152	31	31	
773	Vascular	56	56	152	152	89	89	
1334	Vascular	56	56	152	152	150	150	
207	Vascular	57	57	28	28	30	30	
774	InactiveNeovascular	57	57	28	28	91	91	
1332	Vascular	57	57	28	28	147	147	
1332	Vascular	57	57	28	28	148	148	
210	Vascular	57	57	29	29	29	29	
210	Vascular	57	57	29	29	30	30	
207	Vascular	57	57	29	29	31	31	
771	Vascular	57	57	29	29	89	89	
771	Vascular	57	57	29	29	90	90	
771	Vascular	57	57	29	29	91	91	
1332	Vascular	57	57	29	29	148	148	
1332	Vascular	57	57	29	29	149	149	
1332	Vascular	57	57	29	29	150	150	
1332	Vascular	57	57	29	29	151	151	
210	Vascular	57	57	30	30	29	29	
207	Vascular	57	57	30	30	30	30	
210	Vascular	57	57	30	30	31	31	
771	Vascular	57	57	30	30	89	89	
768	Vascular	57	57	30	30	90	90	
771	Vascular	57	57	30	30	91	91	
1332	Vascular	57	57	30	30	149	149	
1332	Vascular	57	57	30	30	150	150	
1332	Vascular	57	57	30	30	151	151	
210	Vascular	57	57	31	31	29	29	
210	Vascular	57	57	31	31	30	30	
210	Vascular	57	57	31	31	31	31	
213	InactiveNeovascular	57	57	31	31	32	32	
771	Vascular	57	57	31	31	89	89	
771	Vascular	57	57	31	31	90	90	
771	Vascular	57	57	31	31	91	91	
768	Vascular	57	57	31	31	92	92	
1332	Vascular	57	57	31	31	149	149	
1332	Vascular	57	57	31	31	150	150	
1335	InactiveNeovascular	57	57	31	31	151	151	
210	Vascular	57	57	32	32	28	28	
210	Vascular	57	57	32	32	31	31	
771	Vascular	57	57	32	32	91	91	
1329	Vascular	57	57	32	32	151	151	
210	Vascular	57	57	33	33	31	31	
208	Vascular	57	57	88	88	31	31	
772	Vascular	57	57	88	88	88	88	
1333	Vascular	57	57	88	88	148	148	
1330	Vascular	57	57	88	88	150	150	
211	Vascular	57	57	89	89	29	29	
211	Vascular	57	57	89	89	30	30	
211	Vascular	57	57	89	89	31	31	
772	Vascular	57	57	89	89	88	88	
772	Vascular	57	57	89	89	89	89	
772	Vascular	57	57	89	89	90	90	
772	Vascular	57	57	89	89	91	91	
1336	InactiveNeovascular	57	57	89	89	149	149	
1336	InactiveNeovascular	57	57	89	89	150	150	
1330	Vascular	57	57	89	89	151	151	
211	Vascular	57	57	90	90	28	28	
211	Vascular	57	57	90	90	29	29	
208	Vascular	57	57	90	90	30	30	
211	Vascular	57	57	90	90	31	31	
769	Vascular	57	57	90	90	88	88	
769	Vascular	57	57	90	90	89	89	
772	Vascular	57	57	90	90	90	90	
772	Vascular	57	57	90	90	91	91	
1336	InactiveNeovascular	57	57	90	90	148	148	
1333	Vascular	57	57	90	90	149	149	
1333	Vascular	57	57	90	90	150	150	
1333	Vascular	57	57	90	90	151	151	
211	Vascular	57	57	91	91	29	29	
211	Vascular	57	57	91	91	30	30	
211	Vascular	57	57	91	91	31	31	
211	Vascular	57	57	91	91	32	32	
769	Vascular	57	57	91	91	88	88	
769	Vascular	57	57	91	91	89	89	
772	Vascular	57	57	91	91	90	90	
772	Vascular	57	57	91	91	91	91	
1333	Vascular	57	57	91	91	149	149	
1333	Vascular	57	57	91	91	150	150	
1333	Vascular	57	57	91	91	151	151	
211	Vascular	57	57	92	92	30	30	
211	Vascular	57	57	92	92	32	32	
769	Vascular	57	57	92	92	90	90	
772	Vascular	57	57	92	92	91	91	
214	InactiveNeovascular	57	57	93	93	32	32	
769	Vascular	57	57	93	93	91	91	
1331	Vascular	57	57	148	148	149	149	
1331	Vascular	57	57	148	148	152	152	
209	Vascular	57	57	149	149	27	27	
212	Vascular	57	57	149	149	29	29	
212	Vascular	57	57	149	149	30	30	
209	Vascular	57	57	149	149	31	31	
773	Vascular	57	57	149	149	89	89	
773	Vascular	57	57	149	149	90	90	
773	Vascular	57	57	149	149	91	91	
773	Vascular	57	57	149	149	92	92	
1334	Vascular	57	57	149	149	149	149	
1334	Vascular	57	57	149	149	150	150	
1331	Vascular	57	57	149	149	151	151	
215	InactiveNeovascular	57	57	150	150	29	29	
209	Vascular	57	57	150	150	30	30	
212	Vascular	57	57	150	150	31	31	
773	Vascular	57	57	150	150	88	88	
770	Vascular	57	57	150	150	89	89	
773	Vascular	57	57	150	150	90	90	
773	Vascular	57	57	150	150	91	91	
1334	Vascular	57	57	150	150	147	147	
1334	Vascular	57	57	150	150	148	148	
1334	Vascular	57	57	150	150	149	149	
1334	Vascular	57	57	150	150	150	150	
1334	Vascular	57	57	150	150	151	151	
1334	Vascular	57	57	150	150	152	152	
212	Vascular	57	57	151	151	28	28	
209	Vascular	57	57	151	151	29	29	
212	Vascular	57	57	151	151	30	30	
209	Vascular	57	57	151	151	31	31	
773	Vascular	57	57	151	151	88	88	
773	Vascular	57	57	151	151	89	89	
770	Vascular	57	57	151	151	90	90	
773	Vascular	57	57	151	151	91	91	
1334	Vascular	57	57	151	151	148	148	
1334	Vascular	57	57	151	151	149	149	
1334	Vascular	57	57	151	151	150	150	
1334	Vascular	57	57	151	151	151	151	
1334	Vascular	57	57	151	151	152	152	
212	Vascular	57	57	152	152	28	28	
209	Vascular	57	57	152	152	31	31	
1335	InactiveNeovascular	58	58	28	28	149	149	
210	Vascular	58	58	29	29	29	29	
210	Vascular	58	58	29	29	30	30	
213	InactiveNeovascular	58	58	29	29	31	31	
774	InactiveNeovascular	58	58	29	29	89	89	
774	InactiveNeovascular	58	58	29	29	90	90	
774	InactiveNeovascular	58	58	29	29	91	91	
1332	Vascular	58	58	29	29	149	149	
1332	Vascular	58	58	29	29	150	150	
1332	Vascular	58	58	29	29	151	151	
1332	Vascular	58	58	29	29	152	152	
210	Vascular	58	58	30	30	28	28	
210	Vascular	58	58	30	30	29	29	
213	InactiveNeovascular	58	58	30	30	30	30	
207	Vascular	58	58	30	30	31	31	
213	InactiveNeovascular	58	58	30	30	32	32	
771	Vascular	58	58	30	30	89	89	
771	Vascular	58	58	30	30	90	90	
771	Vascular	58	58	30	30	91	91	
771	Vascular	58	58	30	30	92	92	
1332	Vascular	58	58	30	30	149	149	
1335	InactiveNeovascular	58	58	30	30	150	150	
1335	InactiveNeovascular	58	58	30	30	151	151	
213	InactiveNeovascular	58	58	31	31	28	28	
210	Vascular	58	58	31	31	29	29	
210	Vascular	58	58	31	31	30	30	
210	Vascular	58	58	31	31	31	31	
771	Vascular	58	58	31	31	89	89	
771	Vascular	58	58	31	31	90	90	
771	Vascular	58	58	31	31	91	91	
771	Vascular	58	58	31	31	92	92	
1335	InactiveNeovascular	58	58	31	31	149	149	
1332	Vascular	58	58	31	31	150	150	
1332	Vascular	58	58	31	31	151	151	
213	InactiveNeovascular	58	58	32	32	31	31	
774	InactiveNeovascular	58	58	32	32	90	90	
1335	InactiveNeovascular	58	58	33	33	152	152	
211	Vascular	58	58	88	88	30	30	
211	Vascular	58	58	88	88	31	31	
778	Vascular	58	58	88	88	88	88	
211	Vascular	58	58	89	89	28	28	
211	Vascular	58	58	89	89	29	29	
217	Vascular	58	58	89	89	30	30	
211	Vascular	58	58	89	89	31	31	
772	Vascular	58	58	89	89	87	87	
772	Vascular	58	58	89	89	89	89	
769	Vascular	58	58	89	89	90	90	
772	Vascular	58	58	89	89	91	91	
1336	InactiveNeovascular	58	58	89	89	149	149	
1333	Vascular	58	58	89	89	150	150	
1333	Vascular	58	58	89	89	151	151	
214	InactiveNeovascular	58	58	90	90	29	29	
211	Vascular	58	58	90	90	30	30	
217	Vascular	58	58	90	90	31	31	
211	Vascular	58	58	90	90	32	32	
775	InactiveNeovascular	58	58	90	90	88	88	
775	InactiveNeovascular	58	58	90	90	89	89	
775	InactiveNeovascular	58	58	90	90	90	90	
772	Vascular	58	58	90	90	91	91	
1336	InactiveNeovascular	58	58	90	90	147	147	
1336	InactiveNeovascular	58	58	90	90	148	148	
1336	InactiveNeovascular	58	58	90	90	149	149	
1336	InactiveNeovascular	58	58	90	90	150	150	
1333	Vascular	58	58	90	90	151	151	
214	InactiveNeovascular	58	58	91	91	28	28	
211	Vascular	58	58	91	91	29	29	
211	Vascular	58	58	91	91	30	30	
211	Vascular	58	58	91	91	31	31	
772	Vascular	58	58	91	91	89	89	
772	Vascular	58	58	91	91	90	90	
772	Vascular	58	58	91	91	91	91	
1333	Vascular	58	58	91	91	149	149	
1333	Vascular	58	58	91	91	150	150	
1333	Vascular	58	58	91	91	151	151	
1333	Vascular	58	58	91	91	152	152	
214	InactiveNeovascular	58	58	92	92	29	29	
214	InactiveNeovascular	58	58	92	92	30	30	
214	InactiveNeovascular	58	58	92	92	32	32	
772	Vascular	58	58	92	92	89	89	
1333	Vascular	58	58	92	92	148	148	
1339	Vascular	58	58	92	92	151	151	
211	Vascular	58	58	93	93	30	30	
1334	Vascular	58	58	148	148	149	149	
1334	Vascular	58	58	148	148	151	151	
1331	Vascular	58	58	148	148	152	152	
215	InactiveNeovascular	58	58	149	149	29	29	
212	Vascular	58	58	149	149	30	30	
212	Vascular	58	58	149	149	31	31	
773	Vascular	58	58	149	149	89	89	
773	Vascular	58	58	149	149	90	90	
773	Vascular	58	58	149	149	91	91	
1334	Vascular	58	58	149	149	149	149	
1337	InactiveNeovascular	58	58	149	149	150	150	
1334	Vascular	58	58	149	149	151	151	
212	Vascular	58	58	150	150	29	29	
215	InactiveNeovascular	58	58	150	150	30	30	
212	Vascular	58	58	150	150	31	31	
776	InactiveNeovascular	58	58	150	150	88	88	
773	Vascular	58	58	150	150	89	89	
773	Vascular	58	58	150	150	90	90	
773	Vascular	58	58	150	150	91	91	
1334	Vascular	58	58	150	150	148	148	
1334	Vascular	58	58	150	150	149	149	
1334	Vascular	58	58	150	150	150	150	
1334	Vascular	58	58	150	150	151	151	
209	Vascular	58	58	151	151	29	29	
212	Vascular	58	58	151	151	30	30	
212	Vascular	58	58	151	151	31	31	
773	Vascular	58	58	151	151	89	89	
773	Vascular	58	58	151	151	90	90	
773	Vascular	58	58	151	151	91	91	
1337	InactiveNeovascular	58	58	151	151	149	149	
1337	InactiveNeovascular	58	58	151	151	150	150	
1334	Vascular	58	58	151	151	151	151	
212	Vascular	58	58	152	152	30	30	
773	Vascular	58	58	152	152	87	87	
773	Vascular	58	58	152	152	90	90	
213	InactiveNeovascular	59	59	28	28	29	29	
774	InactiveNeovascular	59	59	28	28	92	92	
1332	Vascular	59	59	28	28	150	150	
213	InactiveNeovascular	59	59	29	29	29	29	
213	InactiveNeovascular	59	59	29	29	30	30	
210	Vascular	59	59	29	29	31	31	
771	Vascular	59	59	29	29	88	88	
774	InactiveNeovascular	59	59	29	29	89	89	
774	InactiveNeovascular	59	59	29	29	90	90	
774	InactiveNeovascular	59	59	29	29	91	91	
1335	InactiveNeovascular	59	59	29	29	149	149	
1335	InactiveNeovascular	59	59	29	29	150	150	
1335	InactiveNeovascular	59	59	29	29	151	151	
216	Vascular	59	59	30	30	28	28	
213	InactiveNeovascular	59	59	30	30	29	29	
210	Vascular	59	59	30	30	30	30	
213	InactiveNeovascular	59	59	30	30	31	31	
774	InactiveNeovascular	59	59	30	30	88	88	
774	InactiveNeovascular	59	59	30	30	89	89	
774	InactiveNeovascular	59	59	30	30	90	90	
774	InactiveNeovascular	59	59	30	30	91	91	
1332	Vascular	59	59	30	30	149	149	
1332	Vascular	59	59	30	30	150	150	
1335	InactiveNeovascular	59	59	30	30	151	151	
1338	Vascular	59	59	30	30	152	152	
216	Vascular	59	59	31	31	27	27	
216	Vascular	59	59	31	31	28	28	
210	Vascular	59	59	31	31	29	29	
213	InactiveNeovascular	59	59	31	31	30	30	
213	InactiveNeovascular	59	59	31	31	31	31	
774	InactiveNeovascular	59	59	31	31	88	88	
774	InactiveNeovascular	59	59	31	31	89	89	
774	InactiveNeovascular	59	59	31	31	90	90	
774	InactiveNeovascular	59	59	31	31	91	91	
1335	InactiveNeovascular	59	59	31	31	149	149	
1332	Vascular	59	59	31	31	150	150	
1335	InactiveNeovascular	59	59	31	31	151	151	
210	Vascular	59	59	32	32	32	32	
771	Vascular	59	59	32	32	89	89	
1335	InactiveNeovascular	59	59	32	32	150	150	
1335	InactiveNeovascular	59	59	32	32	151	151	
214	InactiveNeovascular	59	59	87	87	30	30	
1339	Vascular	59	59	87	87	151	151	
214	InactiveNeovascular	59	59	88	88	29	29	
214	InactiveNeovascular	59	59	88	88	31	31	
778	Vascular	59	59	88	88	89	89	
214	InactiveNeovascular	59	59	89	89	29	29	
214	InactiveNeovascular	59	59	89	89	30	30	
217	Vascular	59	59	89	89	31	31	
211	Vascular	59	59	89	89	32	32	
772	Vascular	59	59	89	89	86	86	
775	InactiveNeovascular	59	59	89	89	87	87	
778	Vascular	59	59	89	89	88	88	
775	InactiveNeovascular	59	59	89	89	89	89	
775	InactiveNeovascular	59	59	89	89	90	90	
772	Vascular	59	59	89	89	91	91	
1336	InactiveNeovascular	59	59	89	89	149	149	
1333	Vascular	59	59	89	89	150	150	
1336	InactiveNeovascular	59	59	89	89	151	151	
214	InactiveNeovascular	59	59	90	90	29	29	
214	InactiveNeovascular	59	59	90	90	30	30	
217	Vascular	59	59	90	90	31	31	
775	InactiveNeovascular	59	59	90	90	88	88	
778	Vascular	59	59	90	90	89	89	
772	Vascular	59	59	90	90	90	90	
775	InactiveNeovascular	59	59	90	90	91	91	
772	Vascular	59	59	90	90	92	92	
1336	InactiveNeovascular	59	59	90	90	149	149	
1336	InactiveNeovascular	59	59	90	90	150	150	
1336	InactiveNeovascular	59	59	90	90	151	151	
1336	InactiveNeovascular	59	59	90	90	152	152	
211	Vascular	59	59	91	91	28	28	
214	InactiveNeovascular	59	59	91	91	29	29	
214	InactiveNeovascular	59	59	91	91	30	30	
214	InactiveNeovascular	59	59	91	91	31	31	
775	InactiveNeovascular	59	59	91	91	89	89	
775	InactiveNeovascular	59	59	91	91	90	90	
775	InactiveNeovascular	59	59	91	91	91	91	
1339	Vascular	59	59	91	91	148	148	
1336	InactiveNeovascular	59	59	91	91	149	149	
1339	Vascular	59	59	91	91	150	150	
1336	InactiveNeovascular	59	59	91	91	151	151	
778	Vascular	59	59	92	92	91	91	
775	InactiveNeovascular	59	59	93	93	89	89	
776	InactiveNeovascular	59	59	147	147	89	89	
776	InactiveNeovascular	59	59	148	148	89	89	
776	InactiveNeovascular	59	59	148	148	90	90	
1337	InactiveNeovascular	59	59	148	148	150	150	
1337	InactiveNeovascular	59	59	148	148	151	151	
215	InactiveNeovascular	59	59	149	149	28	28	
212	Vascular	59	59	149	149	29	29	
215	InactiveNeovascular	59	59	149	149	30	30	
215	InactiveNeovascular	59	59	149	149	31	31	
212	Vascular	59	59	149	149	32	32	
776	InactiveNeovascular	59	59	149	149	89	89	
779	Vascular	59	59	149	149	90	90	
776	InactiveNeovascular	59	59	149	149	91	91	
1337	InactiveNeovascular	59	59	149	149	149	149	
1337	InactiveNeovascular	59	59	149	149	150	150	
1337	InactiveNeovascular	59	59	149	149	151	151	
215	InactiveNeovascular	59	59	150	150	29	29	
212	Vascular	59	59	150	150	30	30	
218	Vascular	59	59	150	150	31	31	
212	Vascular	59	59	150	150	33	33	
776	InactiveNeovascular	59	59	150	150	89	89	
773	Vascular	59	59	150	150	90	90	
776	InactiveNeovascular	59	59	150	150	91	91	
1340	Vascular	59	59	150	150	148	148	
1337	InactiveNeovascular	59	59	150	150	149	149	
1334	Vascular	59	59	150	150	150	150	
1337	InactiveNeovascular	59	59	150	150	151	151	
215	InactiveNeovascular	59	59	151	151	29	29	
215	InactiveNeovascular	59	59	151	151	30	30	
215	InactiveNeovascular	59	59	151	151	31	31	
776	InactiveNeovascular	59	59	151	151	89	89	
776	InactiveNeovascular	59	59	151	151	90	90	
776	InactiveNeovascular	59	59	151	151	91	91	
776	InactiveNeovascular	59	59	151	151	92	92	
1337	InactiveNeovascular	59	59	151	151	149	149	
1337	InactiveNeovascular	59	59	151	151	150	150	
1337	InactiveNeovascular	59	59	151	151	151	151	
773	Vascular	59	59	152	152	90	90	
773	Vascular	59	59	152	152	91	91	
212	Vascular	59	59	153	153	31	31	
773	Vascular	59	59	153	153	90	90	
216	Vascular	60	60	28	28	30	30	
777	Vascular	60	60	28	28	90	90	
1335	InactiveNeovascular	60	60	28	28	150	150	
216	Vascular	60	60	29	29	29	29	
216	Vascular	60	60	29	29	30	30	
216	Vascular	60	60	29	29	31	31	
777	Vascular	60	60	29	29	89	89	
774	InactiveNeovascular	60	60	29	29	90	90	
777	Vascular	60	60	29	29	91	91	
777	Vascular	60	60	29	29	92	92	
1338	Vascular	60	60	29	29	148	148	
1338	Vascular	60	60	29	29	149	149	
1338	Vascular	60	60	29	29	150	150	
1338	Vascular	60	60	29	29	151	151	
216	Vascular	60	60	30	30	29	29	
216	Vascular	60	60	30	30	30	30	
216	Vascular	60	60	30	30	31	31	
777	Vascular	60	60	30	30	88	88	
771	Vascular	60	60	30	30	90	90	
777	Vascular	60	60	30	30	91	91	
777	Vascular	60	60	30	30	92	92	
1338	Vascular	60	60	30	30	149	149	
1338	Vascular	60	60	30	30	150	150	
1338	Vascular	60	60	30	30	151	151	
216	Vascular	60	60	31	31	26	26	
216	Vascular	60	60	31	31	28	28	
210	Vascular	60	60	31	31	29	29	
216	Vascular	60	60	31	31	30	30	
216	Vascular	60	60	31	31	31	31	
213	InactiveNeovascular	60	60	31	31	32	32	
777	Vascular	60	60	31	31	89	89	
771	Vascular	60	60	31	31	90	90	
777	Vascular	60	60	31	31	91	91	
1338	Vascular	60	60	31	31	149	149	
1338	Vascular	60	60	31	31	150	150	
1338	Vascular	60	60	31	31	151	151	
216	Vascular	60	60	32	32	29	29	
1335	InactiveNeovascular	60	60	32	32	148	148	
1335	InactiveNeovascular	60	60	32	32	149	149	
1335	InactiveNeovascular	60	60	32	32	151	151	
211	Vascular	60	60	88	88	31	31	
778	Vascular	60	60	88	88	88	88	
1339	Vascular	60	60	88	88	152	152	
217	Vascular	60	60	89	89	29	29	
217	Vascular	60	60	89	89	30	30	
217	Vascular	60	60	89	89	31	31	
778	Vascular	60	60	89	89	88	88	
778	Vascular	60	60	89	89	89	89	
778	Vascular	60	60	89	89	90	90	
775	InactiveNeovascular	60	60	89	89	91	91	
1339	Vascular	60	60	89	89	149	149	
1336	InactiveNeovascular	60	60	89	89	150	150	
1339	Vascular	60	60	89	89	151	151	
217	Vascular	60	60	90	90	30	30	
214	InactiveNeovascular	60	60	90	90	31	31	
214	InactiveNeovascular	60	60	90	90	32	32	
775	InactiveNeovascular	60	60	90	90	88	88	
778	Vascular	60	60	90	90	89	89	
775	InactiveNeovascular	60	60	90	90	90	90	
778	Vascular	60	60	90	90	91	91	
1339	Vascular	60	60	90	90	148	148	
1339	Vascular	60	60	90	90	149	149	
1339	Vascular	60	60	90	90	150	150	
1339	Vascular	60	60	90	90	151	151	
1336	InactiveNeovascular	60	60	90	90	152	152	
211	Vascular	60	60	91	91	27	27	
217	Vascular	60	60	91	91	29	29	
217	Vascular	60	60	91	91	30	30	
217	Vascular	60	60	91	91	31	31	
778	Vascular	60	60	91	91	89	89	
778	Vascular	60	60	91	91	90	90	
778	Vascular	60	60	91	91	91	91	
1339	Vascular	60	60	91	91	149	149	
1339	Vascular	60	60	91	91	150	150	
1339	Vascular	60	60	91	91	151	151	
211	Vascular	60	60	92	92	28	28	
217	Vascular	60	60	92	92	30	30	
217	Vascular	60	60	92	92	31	31	
778	Vascular	60	60	92	92	88	88	
775	InactiveNeovascular	60	60	92	92	89	89	
1339	Vascular	60	60	92	92	148	148	
1339	Vascular	60	60	92	92	150	150	
217	Vascular	60	60	93	93	27	27	
217	Vascular	60	60	93	93	31	31	
776	InactiveNeovascular	60	60	147	147	90	90	
779	Vascular	60	60	147	147	93	93	
1337	InactiveNeovascular	60	60	147	147	151	151	
215	InactiveNeovascular	60	60	148	148	27	27	
215	InactiveNeovascular	60	60	148	148	32	32	
212	Vascular	60	60	148	148	33	33	
776	InactiveNeovascular	60	60	148	148	89	89	
218	Vascular	60	60	149	149	29	29	
212	Vascular	60	60	149	149	30	30	
218	Vascular	60	60	149	149	31	31	
212	Vascular	60	60	149	149	32	32	
779	Vascular	60	60	149	149	89	89	
776	InactiveNeovascular	60	60	149	149	90	90	
779	Vascular	60	60	149	149	91	91	
779	Vascular	60	60	149	149	92	92	
1340	Vascular	60	60	149	149	148	148	
1340	Vascular	60	60	149	149	150	150	
1340	Vascular	60	60	149	149	151	151	
218	Vascular	60	60	150	150	29	29	
218	Vascular	60	60	150	150	30	30	
218	Vascular	60	60	150	150	31	31	
212	Vascular	60	60	150	150	33	33	
779	Vascular	60	60	150	150	88	88	
779	Vascular	60	60	150	150	89	89	
779	Vascular	60	60	150	150	90	90	
779	Vascular	60	60	150	150	91	91	
1340	Vascular	60	60	150	150	149	149	
1337	InactiveNeovascular	60	60	150	150	150	150	
1340	Vascular	60	60	150	150	151	151	
215	InactiveNeovascular	60	60	151	151	28	28	
218	Vascular	60	60	151	151	29	29	
215	InactiveNeovascular	60	60	151	151	30	30	
218	Vascular	60	60	151	151	31	31	
212	Vascular	60	60	151	151	32	32	
779	Vascular	60	60	151	151	89	89	
